asin,avg_rating,review_count
B000BURAP2,4.568965517241379,232
B00IUAAK2A,4.629310344827586,232
B002IMMDN0,3.7413793103448274,232
B0107H5FJ6,4.176724137931035,232
B00BN6QAVI,4.6869565217391305,230
B07477HKFR,4.7956521739130435,230
B004LO2AIG,4.524017467248909,229
B000NZQ010,4.681222707423581,229
B002V7A7MQ,4.364035087719298,228
B009R6J8RY,4.657894736842105,228
B06XZNMMKC,4.255506607929515,227
B07G3ZNK4Y,3.405286343612335,227
B001UF8BL4,4.508849557522124,226
B00486ZVC4,4.693333333333333,225
B08DNYW674,4.368888888888889,225
B000EDQGLK,4.049107142857143,224
B00R0V7PUU,3.9776785714285716,224
B016XIMFQY,4.861607142857143,224
B01K1K0K6M,4.401785714285714,224
B004A2QTRC,4.121076233183857,223
B071FLSWBS,4.5675675675675675,222
B00GHAGGOG,4.698198198198198,222
B016BMBRUM,4.292792792792793,222
B004A8ZRBA,4.208144796380091,221
B00NCJ5CB8,4.04524886877828,221
B07MLYQLX1,3.4954545454545456,220
B00JM5GZGW,4.709090909090909,220
B001NQHN7S,4.2785388127853885,219
B00CI6J3HA,4.5159817351598175,219
B000BN8Y8G,4.242009132420091,219
B072L6MNX1,3.623853211009174,218
B008J1QP7Y,4.527522935779817,218
B01N6B8SX0,3.6359447004608296,217
B00CPHX6YI,4.916666666666667,216
B00008W72D,4.822429906542056,214
B01F9MO9PU,4.300469483568075,213
B00C2P6VWW,4.225352112676056,213
B00N7CD4BK,4.7981220657277,213
B002PEGT9U,4.394366197183099,213
B008CO80SA,4.421800947867299,211
B0038AJYSS,4.260663507109005,211
B00005TQI7,4.61611374407583,211
B01IK37D3A,4.440758293838862,211
B00I3K25R0,4.767772511848341,211
B004YD7BTW,3.6113744075829386,211
B07DB2NQ3N,4.274881516587678,211
B07Q9Z5TVX,4.5476190476190474,210
B00PM722OI,4.4,210
B000058TJ3,3.354066985645933,209
B00001ZWV7,4.1291866028708135,209
B01C49MCCS,4.248803827751196,209
B0009XBY3A,4.84688995215311,209
B00AA7BA3Y,4.697115384615385,208
B079997BXY,4.375,208
B01NBGIXG5,4.810679611650485,206
B00NGZ70ZO,4.548543689320389,206
B00009YEGL,4.941747572815534,206
B00BB7YETE,4.341463414634147,205
B00TTU9RAQ,4.014634146341463,205
B085NDX8Y2,4.5268292682926825,205
B083BCTLP5,4.549019607843137,204
B00YSWUDGM,3.9754901960784315,204
B01E2X47SG,4.413793103448276,203
B071YCHDX1,4.783251231527093,203
B00F2MQDU2,4.714285714285714,203
B003ADVR3S,4.25615763546798,203
B00005RF5G,3.857142857142857,203
B010TU7LP2,4.251231527093596,203
0786965622,4.628712871287129,202
B005FYEAJ8,3.123762376237624,202
B000TFLAZA,4.435643564356436,202
B01KJEOCDW,4.742574257425742,202
B00C6Q1Z6E,4.618811881188119,202
B00005KBVD,4.866336633663367,202
B07C5F2TNG,4.262376237623762,202
B01ARGC5F4,4.467661691542289,201
B001543YEY,4.825870646766169,201
B07C2YPYBM,4.17,200
B085HNMHKJ,4.366834170854271,199
B009JBJ142,4.262626262626263,198
B00146K0I6,4.767676767676767,198
B000809OAO,4.858585858585859,198
B074YYVXQH,4.5,198
B00D8VHIMG,4.166666666666667,198
B004N7NFSK,4.328282828282828,198
B087R4RD1Z,4.538071065989848,197
B0054KBV4U,4.451776649746193,197
B00B909ZNS,4.406091370558376,197
B073PTTDX5,4.350253807106599,197
B0164L0Z9O,4.2030456852791875,197
B00YBWOMRA,4.279187817258883,197
B07J65C9B5,4.6091370558375635,197
B01MUC9GPU,4.112244897959184,196
B003TQMBV8,2.7244897959183674,196
B083ZZSGLR,4.076923076923077,195
B00UPAYY5C,4.605128205128205,195
B00LMJBPCK,4.65979381443299,194
B0000205XI,4.814432989690721,194
B005G14SGU,4.365979381443299,194
B01MUQX9R2,4.300518134715026,193
B06XZ9K244,4.9119170984455955,193
B07MYTBV6N,3.383419689119171,193
B01MXDKJOS,4.708333333333333,192
B003AIM52A,4.682291666666667,192
B01B1V10KA,4.911458333333333,192
B06XKXPLRP,4.729166666666667,192
B00OHRU4XK,4.052356020942408,191
B003UNWV60,3.8900523560209423,191
B003AVIO4K,4.392670157068062,191
B01LC751Z8,4.7434554973821985,191
B0030F67N6,4.71578947368421,190
B004MU9V8Q,4.742105263157895,190
B007XVYPS2,4.126984126984127,189
B000GUZC2A,4.264550264550264,189
B00DEBB3N0,4.576719576719577,189
B01M22WGGI,4.047872340425532,188
B01M25O8E0,4.303191489361702,188
B004DALR14,4.191489361702128,188
B00000DMD2,4.340425531914893,188
B07CCFDZZ3,4.627659574468085,188
B00H4E6QI0,4.042780748663102,187
B0037UP9MY,4.532258064516129,186
B00J57VU44,4.747311827956989,186
B0763TLL6V,4.225806451612903,186
B01CQTWBYK,4.311827956989247,186
B00000J0JF,4.821621621621621,185
B011JV9HA2,3.7405405405405405,185
B0825SNHP1,4.8432432432432435,185
B07CVFWVF5,3.5081081081081082,185
B00J49UU0I,4.724324324324324,185
B08FX68GFT,4.614130434782608,184
B079JL2FSY,4.663043478260869,184
B004RSGB40,3.8260869565217392,184
B01CTUGC5K,4.448087431693989,183
B000S9RF4M,4.60655737704918,183
B00712O2D6,4.291208791208791,182
B003BLQG6M,4.532967032967033,182
B000YFSZU8,4.3259668508287294,181
B00005O6B7,4.232044198895028,181
B00ITTI3VW,3.340782122905028,179
B000W7JWUA,4.759776536312849,179
B000L8EEPS,3.5977653631284916,179
B01D5ZXXK0,4.441340782122905,179
B00FBW7CNA,4.307262569832402,179
B0083J768O,4.865168539325842,178
1223062503,4.719101123595506,178
B01FST8A90,4.404494382022472,178
B0856YCM7H,3.8876404494382024,178
B019JZORJ6,4.382022471910112,178
B00DW1JT2O,4.350282485875706,177
B00ITX1K4K,3.84180790960452,177
B01MU9K3XU,4.389830508474576,177
B00WTDXSDM,4.3107344632768365,177
B01DFRDDTY,4.661016949152542,177
B07BHQ81XG,4.440677966101695,177
B00IVJK8Y0,2.5454545454545454,176
B000I9RZOW,4.130681818181818,176
B07B6ZN7P8,4.715909090909091,176
B00EJAEUBC,4.76,175
B003ICWTME,4.731428571428571,175
B00LWF7KEQ,4.748571428571428,175
B082WXCM5W,4.217142857142857,175
B00B1Z6EPS,4.371428571428571,175
B07BHQ14L9,4.557471264367816,174
B000FGECAI,4.757225433526012,173
B07R83WG78,3.7514450867052025,173
B00DJPK8MS,3.479768786127168,173
B06WRR9QZN,4.691860465116279,172
B00TLEMRKM,4.703488372093023,172
B01N074ELB,4.709302325581396,172
B00HV3XI5I,4.872093023255814,172
B00J57138C,4.674418604651163,172
B009T45X82,4.465116279069767,172
B0050OTNMC,3.5348837209302326,172
B008CO812U,4.573099415204679,171
B004K0Q8LG,4.508771929824562,171
B0000U11LW,3.409356725146199,171
B01JGM7UOG,4.333333333333333,171
B00GAC6470,4.458823529411765,170
B00SOFZTCW,4.5058823529411764,170
B000GKAU1I,4.288235294117647,170
B073PT4MH7,4.535294117647059,170
B0007MZV3C,4.171597633136095,169
B00ANKD7V6,4.710059171597633,169
B000M0P2RE,4.8579881656804735,169
B015OXL2MW,4.704142011834319,169
B0000683A4,4.833333333333333,168
B07NXDJ52C,4.5773809523809526,168
B0040UTBHY,3.9345238095238093,168
B00JLGGH2Y,4.634730538922156,167
B00IQ8MVH8,4.437125748502994,167
B00Y53V7XM,4.634730538922156,167
B002NGOH1W,4.765060240963855,166
B0855NLMWL,4.337349397590361,166
B005AW85YG,4.385542168674699,166
B00DJPK8PA,4.4,165
B019K8KIUY,4.109090909090909,165
B006RQ8TY0,4.787878787878788,165
B004O3CSX6,4.721212121212122,165
B004ALKLR2,3.5393939393939395,165
B01CETEZ78,4.303030303030303,165
B083V663ZJ,3.775757575757576,165
B07L8K66HT,4.7317073170731705,164
B01CQCK51S,4.189024390243903,164
B01KYYJXDQ,4.601226993865031,163
B01IA9R2TY,4.6503067484662575,163
B001W35I8I,4.539877300613497,163
B0007Y4DLG,4.392638036809816,163
B07TV1J4KW,4.401234567901234,162
B00NW2Q6ZG,4.783950617283951,162
B071Y71Y3J,4.2407407407407405,162
B077MZ2MPW,4.802469135802469,162
B00AEVIG9C,3.4382716049382718,162
B004K4V74K,4.104938271604938,162
B00OC5FU8Q,4.672839506172839,162
B0089W1IGG,4.283950617283951,162
B009VE38D2,4.254658385093168,161
B00CPHX9JK,4.6894409937888195,161
B07MPCMXGR,4.726708074534161,161
B0084JUNVU,4.385093167701863,161
B00EUBD14C,4.683229813664596,161
B071G3QMS2,4.937888198757764,161
B07BLV6696,4.725,160
B0037W5Y2W,4.775,160
B00E9YWJOS,4.225,160
B009CAPYR8,4.74375,160
B07BHQ135J,4.4875,160
B07QHC4VM5,4.459119496855346,159
B00TO8QRC4,3.3207547169811322,159
B016YWH3C0,4.59748427672956,159
B00D8VHJKC,4.59748427672956,159
B00OZECKFK,3.150943396226415,159
B073JTRVM4,4.918238993710692,159
B007HHQ4VI,4.6835443037974684,158
B000WQZD9U,4.348101265822785,158
B00166ES9G,3.5316455696202533,158
B00RF7A1TG,4.563291139240507,158
B00W8FVMNO,4.496815286624204,157
B00PHWMKUE,4.13375796178344,157
B072N2J366,3.6815286624203822,157
B003TVTPS0,4.2165605095541405,157
B000BBU0KS,4.794871794871795,156
B07QRRTYBL,4.256410256410256,156
B000JXKWYC,4.256410256410256,156
B00NHQF65S,4.538461538461538,156
B01ESZPRHI,4.07051282051282,156
B00000IV95,4.833333333333333,156
B08QTP3MLT,4.0256410256410255,156
B00CL2H1U2,4.198717948717949,156
B0010VS078,4.406451612903226,155
B01FAEOL2S,4.72258064516129,155
B003WFKOSS,4.441558441558442,154
B00HIWWKPQ,3.590909090909091,154
B000SN61UC,3.772727272727273,154
B00009ZKRO,4.8441558441558445,154
B00000K1VS,4.4183006535947715,153
B000067NXE,3.712418300653595,153
B004DJ51HQ,4.3202614379084965,153
B07LG9RJT7,4.222222222222222,153
B005KJE9L2,4.516339869281046,153
B087YKKT98,3.7434210526315788,152
B07TV8HCMT,3.5526315789473686,152
B0147LMQ7W,3.4342105263157894,152
B079HBCLHG,4.190789473684211,152
B00EXYG7FG,4.756578947368421,152
B003FHXMDC,4.401315789473684,152
B00JYCN84A,3.3178807947019866,151
B005537IFW,4.847682119205298,151
B00FBWBM3G,4.788079470198675,151
B0063C35T2,2.947019867549669,151
B001W2WKS0,4.253333333333333,150
B0009WSPRO,4.58,150
B076HK9H7Z,4.38,150
B000F9K7JA,4.113333333333333,150
B01HFBRY00,3.973333333333333,150
B0193Z1OWU,4.9,150
B000OEUUG6,3.8187919463087248,149
B00004UBH2,4.328859060402684,149
B00N3HL6F0,4.389261744966443,149
B00026ZEDK,4.208053691275167,149
B077N3CXZY,4.0,149
B00704IO48,4.4324324324324325,148
B08P2PDWXH,1.7972972972972974,148
B000V98HCI,4.72972972972973,148
B00F6N06CS,4.574324324324325,148
B07H9GY33H,4.5675675675675675,148
B00UA7O1GW,4.804054054054054,148
B0043G4JOA,4.743243243243243,148
B00DSIQS6G,4.655405405405405,148
B01N3NOLM8,3.060810810810811,148
B07GKWLBN2,4.312925170068027,147
B000ETRDMA,3.6598639455782314,147
B002GCL658,4.809523809523809,147
B0006N8X3M,4.217687074829932,147
B01GOI5V2I,4.414965986394558,147
B00EPE5U52,4.401360544217687,147
B00AE9RJ6A,4.224489795918367,147
B079JCZMMK,4.541095890410959,146
B000URL296,4.431506849315069,146
B00EX5K1GG,4.842465753424658,146
B000KWJSKG,4.616438356164384,146
B082KFCDBM,4.691780821917808,146
B01M3WPLZX,3.420689655172414,145
B015CCR1FW,4.620689655172414,145
B06WLLMXF8,4.834482758620689,145
B00000IV34,4.786206896551724,145
B0043KJW5M,4.682758620689655,145
B001EB9F3C,4.675862068965517,145
B00004WCI0,4.427586206896552,145
B002V1H0W2,4.096551724137931,145
B004560BPY,4.779310344827586,145
B000GR75SC,4.895833333333333,144
B084PTVQLZ,4.659722222222222,144
B00CXEXSUU,2.6944444444444446,144
B004PBN9BC,4.472222222222222,144
B004U7JJWE,4.618055555555555,144
B00IL5XY9K,4.381944444444445,144
B000SONEQA,4.335664335664336,143
B000J3Z7TC,4.405594405594406,143
B00005BZKD,4.6223776223776225,143
B002RXHW6S,3.5034965034965033,143
B083BG4MXC,4.612676056338028,142
B00JTF5TT4,3.9507042253521125,142
B000284ZNI,4.042253521126761,142
B001DN8I0M,4.288732394366197,142
B00NHQF6MG,4.78169014084507,142
B0007Q1IO4,4.816901408450704,142
B00095M5DQ,4.838028169014085,142
B00000IV4A,4.788732394366197,142
B002APDYV0,4.669014084507042,142
B00NHQFA5E,4.418439716312057,141
B01LP564M6,4.567375886524823,141
B00C5VMW7G,4.170212765957447,141
B001B2TZV6,4.702127659574468,141
B002NPBT50,4.531914893617022,141
B00004T71M,3.950354609929078,141
B002V3RCE6,4.821428571428571,140
B00THZWA6Q,4.5,140
B077BS24FS,3.914285714285714,140
B073PVRSDL,4.242857142857143,140
B01IQAMN4G,4.7,140
B071CKSMS7,4.237410071942446,139
B00U5U5VWM,3.539568345323741,139
B00OXLY49A,4.244604316546763,139
B071X7JNDF,4.712230215827338,139
B07BMM7JY8,3.964028776978417,139
B016F5QJQW,4.899280575539568,139
B003621UT4,4.755395683453237,139
B07B73WM7S,4.143884892086331,139
B00005JG3Y,4.681159420289855,138
B001TM0SYG,4.797101449275362,138
B00SQXVF7A,3.463768115942029,138
B076WSBDW9,4.355072463768116,138
B006UD2RB6,4.579710144927536,138
B01E2WVO60,4.405797101449275,138
B00004W3Y4,4.579710144927536,138
B07JZTBV9C,4.386861313868613,137
B00WS2MJIO,3.7664233576642334,137
B00000IS6G,4.37956204379562,137
B00L5LDWP8,3.7518248175182483,137
B072ZY1H1X,4.678832116788321,137
0545703301,4.036496350364963,137
B00XUZH4LK,4.248175182481752,137
B000NV9G88,4.262773722627737,137
B000GUEXBG,4.4411764705882355,136
B00JIAOMJI,4.522058823529412,136
B000GBA60W,4.595588235294118,136
B08JGX61H7,4.419117647058823,136
B01DY818JG,4.801470588235294,136
B00XPH0618,4.227941176470588,136
B0014WO96Y,3.8308823529411766,136
B07BMLQBM1,4.448529411764706,136
B00FEJPCNC,4.54074074074074,135
B00005BVRQ,4.844444444444444,135
B00000JICB,3.8296296296296295,135
B00498EK5U,2.1481481481481484,135
B00HUBBDIK,4.303703703703704,135
B0779NYQH9,4.844444444444444,135
B01CK78BLA,4.377777777777778,135
B076C5YVCK,4.029850746268656,134
B09PVKBP61,2.3208955223880596,134
B00GDI4HX4,4.7835820895522385,134
B00Y53V80E,4.708955223880597,134
B0771V1JZX,4.888059701492537,134
B0037710BG,4.8283582089552235,134
B0097GKTO0,4.496240601503759,133
B01LBSZQ3U,4.488721804511278,133
B000REI1FU,4.315789473684211,133
B000NTZL7U,4.496240601503759,133
B01E2XDP5C,4.340909090909091,132
B003VYAJMG,4.371212121212121,132
B0081IZ3UA,4.242424242424242,132
B01BT9FZTG,4.431818181818182,132
B073SDKTL5,3.765151515151515,132
B01M4S54JJ,4.71969696969697,132
B07B5YFC7R,4.893939393939394,132
B082N2TFZG,3.992424242424242,132
B07BJ5L7N3,4.53030303030303,132
B0853297TY,4.356060606060606,132
B001W30D2O,4.5,132
B000HX1K36,4.075757575757576,132
B01MXU0DWF,4.656488549618321,131
B003AP4JPE,4.625954198473282,131
B00WH4Y9SG,3.366412213740458,131
B00TYO6ZU2,4.656488549618321,131
B00RWNEN9W,4.221374045801527,131
B00LJ2WF6A,4.099236641221374,131
B01HSIIFQ2,4.679389312977099,131
B00JYGP0JM,4.221374045801527,131
B01NCUPCD4,4.854961832061068,131
1932855785,4.2748091603053435,131
B00N36C6BE,4.068702290076335,131
B001JQY6K4,4.809160305343512,131
B000P8AUMU,3.4427480916030535,131
B001DIJ48C,3.2900763358778624,131
B000I2MRLU,4.892307692307693,130
B000KI111Y,3.8230769230769233,130
B0046SIUXG,3.9615384615384617,130
B07WHX21D8,4.869230769230769,130
B00FIOC7U4,4.746153846153846,130
B07XP8DJSY,4.461538461538462,130
B07GPGTP9S,4.315384615384615,130
B000ELSZW0,4.550387596899225,129
B0003I68RS,3.7906976744186047,129
B00JMCJGZC,4.674418604651163,129
B01JYVHMVA,4.511627906976744,129
B07Z1FYWLZ,4.627906976744186,129
B01KUL0D4Q,3.421875,128
B01KYYKECA,4.15625,128
B00253T7R2,4.2421875,128
B00HQ0WAJG,4.59375,128
B07VNBRSNK,2.6640625,128
B013RQPB5C,4.4453125,128
B000KEPCQI,4.015748031496063,127
B01C64BASI,3.6692913385826773,127
B000EXRSI0,4.771653543307087,127
B074RCV4HQ,4.732283464566929,127
B01H1HENP2,4.496062992125984,127
B0074PYWR6,3.3070866141732282,127
B07W5QM4DP,4.496062992125984,127
B008A2BA8G,4.866141732283465,127
B085ZWV953,4.874015748031496,127
B000CBSNKQ,4.809523809523809,126
B00C0ULS3G,4.404761904761905,126
B000PWNGV8,4.23015873015873,126
B0009F4YR6,4.412698412698413,126
B08RRW3QJS,4.5,126
B0037UT3E4,4.619047619047619,126
B01ADUE85O,4.103174603174603,126
B00HS7GG5G,4.7063492063492065,126
B01BEPHH4Q,4.579365079365079,126
B01M7Z1CHP,4.23015873015873,126
B00SSRJ63Y,3.952,125
B07YXSCZD4,4.352,125
B0747ZGTTG,4.648,125
B00UB7P0XY,4.624,125
B01IL0XM3W,3.608,125
B01ABST9S4,4.512,125
B01JMYPFUE,4.72,125
B07PZCQLJY,4.04,125
B01E2XACUS,4.224,125
B00RYZR3SG,4.225806451612903,124
B001DNHYC0,3.5080645161290325,124
B00TFAOIY0,4.483870967741935,124
B003FW0YZG,4.491935483870968,124
B00KI03U8Q,4.258064516129032,124
B06XXCL589,4.080645161290323,124
B003ICWTLU,4.741935483870968,124
B01CTUGCOQ,4.435483870967742,124
B001Q3KU9Q,4.82258064516129,124
B00HD3T1QQ,4.741935483870968,124
B01N4984OL,4.709677419354839,124
B00K18YIOU,4.67741935483871,124
B0016DE80I,4.233870967741935,124
B007B7LTE6,4.604838709677419,124
B00I4CEVZG,4.6016260162601625,123
B000REP3E2,4.4471544715447155,123
B07S3177WD,4.105691056910569,123
B07BZYL5F8,3.5853658536585367,123
B07KQLCGSR,4.536585365853658,123
B078VVLQ6J,4.666666666666667,123
B00ABA0ZNQ,3.4796747967479673,123
B001QXDIX6,3.8780487804878048,123
B001PGTNK6,4.390243902439025,123
B075X49Y8L,3.9262295081967213,122
B0002AUWKG,4.311475409836065,122
B00LD3MQ1E,4.786885245901639,122
B00NFETDRY,4.647540983606557,122
B01FVS6V9Y,4.352459016393443,122
B01N6PR5D2,4.778688524590164,122
B01CETNKE2,4.795081967213115,122
160169024X,4.229508196721311,122
B005GTJ0AG,4.80327868852459,122
B00WTDXBO8,4.418032786885246,122
B01GSY9MD2,4.131147540983607,122
B00IUOAH5Q,4.5041322314049586,121
B0000658L4,4.702479338842975,121
B007GQ0YKC,3.9917355371900825,121
B014GB4C98,3.5041322314049586,121
B00R3MYENC,4.644628099173554,121
B00ITOAYOQ,4.380165289256198,121
B01EYUMENC,4.702479338842975,121
B086TV65QQ,4.363636363636363,121
B085CBKMX8,4.033057851239669,121
B06XW75KZW,4.8347107438016526,121
B001P06GX4,4.644628099173554,121
B00000DMFD,4.016528925619835,121
B014KEE9LC,4.65,120
B00N1QPNMA,4.475,120
B000LSZVKA,4.466666666666667,120
B0000789T2,4.708333333333333,120
B07DQSM9HC,4.441666666666666,120
B01N9LRFVO,4.3,120
B00000JS5S,4.266666666666667,120
B00000DMBD,4.833333333333333,120
B004JLNUZI,4.716666666666667,120
B000MRGWRQ,3.9747899159663866,119
B00C6Q5S44,4.773109243697479,119
B073PV3LYY,4.53781512605042,119
B075134Z6P,4.823529411764706,119
B01LYSDNJE,4.5966386554621845,119
B00HOTSJO4,3.9327731092436973,119
B007BDMHVE,4.369747899159663,119
B072865HYJ,3.689075630252101,119
B01CM2XGUO,4.3277310924369745,119
B01D2TC31Y,4.46218487394958,119
B00X9JDPYC,4.100840336134453,119
B00020V59S,4.151260504201681,119
B00FNK6P6U,4.705882352941177,119
B01E9MC5V6,4.245762711864407,118
B008LQXRBE,4.728813559322034,118
B073PTVDCQ,4.372881355932203,118
B06Y5KWDMR,4.305084745762712,118
B00000IZQP,4.762711864406779,118
B01C5TFNPA,4.805084745762712,118
B00SVE65EM,3.8632478632478633,117
B08BZNWG11,4.735042735042735,117
B01MUDW6FF,4.803418803418803,117
B01NALEP04,4.247863247863248,117
B003NG2WIG,4.136752136752137,117
B00DQEKHUA,4.042735042735043,117
B0070A9OUA,4.769230769230769,117
B07MFYC7F9,4.6581196581196584,117
B004L13EXE,2.8448275862068964,116
B07218YVCZ,4.879310344827586,116
B00419T56Q,4.189655172413793,116
B002OED6I8,4.163793103448276,116
B00W8LBTMC,4.896551724137931,116
B002SQBB3O,4.594827586206897,116
B000IBPD76,4.0,116
B00PHWMKVS,4.129310344827586,116
B007PVHMCG,4.327586206896552,116
B0018LAGZY,3.896551724137931,116
B0001ILKBE,3.6810344827586206,116
B06WVDJHWP,4.2155172413793105,116
B00EDBY7X8,4.655172413793103,116
B00QYHMWNQ,4.321739130434783,115
B07BFGD3GF,3.6695652173913045,115
B001R6W4KA,4.808695652173913,115
B07DN9Q7TB,4.304347826086956,115
B003NT5KRI,4.443478260869565,115
B00N1QVCMU,4.391304347826087,115
B00567PVUQ,4.547826086956522,115
B0193YG8GI,4.834782608695652,115
B007NWDT9M,4.165217391304348,115
B000GKD09C,4.756521739130434,115
B00EFDXAB4,4.052173913043478,115
B08VNW67MF,3.7719298245614037,114
B000NOU54O,4.324561403508772,114
B00TFWOS8Y,4.798245614035087,114
B0042ET8S0,4.543859649122807,114
B0038ANS8U,4.245614035087719,114
B003CGVCXS,3.5350877192982457,114
B07PQFT83F,4.0964912280701755,114
B07Z19TR7C,4.684210526315789,114
B000NO9GT4,4.552631578947368,114
